formula,Tc,type
Ge1.57Pd3.94Sr1.46,3.0,original
Ir5.11Si1.59Y4.44,3.0,original
Bi1.47F5.12La0.54S2.07Sr0.4,3.0,original
Te7.36Zr3.7,3.0,original
Se1.15Ti8.52,3.0,original
Mo0.98Ti0.25,3.0,original
Pb6.37Pd1.94,3.0,original
Mo0.99Ti0.23,3.0,original
Mo0.99,3.0,original
V0.7,3.0,original
H3.11Pd1.94,3.0,original
H3.22Pd1.84,3.0,original
Bi3.16Se1.77,3.0,original
Co4.41Si0.25Th3.56,3.0,original
Se1.15Ta5.67,3.0,original
Ir1.55Te4.87,3.0,original
Ni0.63Zr2.43,3.0,original
B0.73Lu3.29Ni2.05,3.0,original
Zr3.2,3.0,original
Bi0.63Sb0.53,3.0,original
B1.62Lu1.76Ru2.65Tm3.44,3.0,original
Bi23.43Rh5.35,3.0,original
Bi3.16Eu6.81F20.82S2.07Se1.15Sr3.22,3.0,original
V0.69,3.0,original
Ir0.23Os5.54Th3.56,3.0,original
Ba0.64Bi0.21Hg1.73O0.2Pb1.51,3.0,original
Bi1.47F2.5La0.97S2.07Sm0.57,3.0,original
Bi1.47F2.5La0.97S2.07Sm0.57,3.0,original
Ni0.78Zr2.2,3.0,original
B3.4Ir6.15Rh0.6Sc1.19Y1.44,3.0,original
Hf6.43Mo0.28,3.0,original
N5.46Nb0.15V0.54,3.0,original
Ru1.05V0.39,3.0,original
Mo0.97,3.0,original
Ge1.57Pd3.57Rh0.24Sr1.46,3.0,original
Bi1.47Ce5.81F3.55S2.07,3.0,original
Bi3.16F0.41S2.07,3.0,original
Ir1.54Te4.87,3.0,original
C0.24La1.11Ni2.3,3.0,original
Ba0.64O0.2Pb2.81,3.0,original
Pd0.26Zr3.02,3.0,original
B1.97Nd4.84Pt4.96,3.0,original
Ba0.64Pd0.31Si0.52,3.0,original
B0.64Lu3.29Ni2.3,3.0,original
Ca1.05Si0.43,3.0,original
C0.24La1.11Ni2.3,3.0,original
Ba8.19Cu2.02Si14.01,3.0,original
Os6.17W15.87,3.0,original
Ga8.03Pt7.15,3.0,original
Rh1.53Ti1.59,3.0,original
Ru0.69Si0.25V2.08,3.0,original
Au7.67Nb2.38V0.73,3.0,original
Ga0.76Pt0.59,3.0,original
N4.75V0.73,3.0,original
Ru0.69Si0.25V2.08,3.0,original
Ta0.15Ti3.97,3.0,original
B1.62Co1.59Lu3.29Ni4.32,3.0,original
Si0.25W1.1,3.0,original
S3.19Sn0.78Ta5.24,3.0,original
B0.73Lu3.29Ni2.3,3.0,original
Ga1.1Nb4.9Se4.83,3.0,original
Ga8.03Pt7.15,3.0,original
Au7.67V2.32,3.0,original
Os6.17Zr3.7,3.0,original
Fe3.58Si1.59Y4.36,3.0,original
Al2.03La1.11,3.0,original
Al2.02La1.11,3.0,original
,3.0,original
Al0.98Hf4.89Pd3.98Y0.85,3.0,original
Al0.98Ba0.64Sn0.78,3.0,original
Nb1.1Ni4.79Sn0.78,3.0,original
Nb2.37Pb3.52Se3.07,3.0,original
Lu3.29Rh3.52Sn0.78,3.0,original
Fe2.3Si0.58Y2.04,3.0,original
Bi3.16Te7.36,3.0,original
P1.78Ru2.37Zr3.7,3.0,original
As1.47Fe2.3K4.77Na0.34,3.0,original
Au3.79Mg3.17Pt1.07Si0.25,3.0,original
Bi6.03Cs10.49Pb0.86Te14.85,3.0,original
Bi6.03Ce5.81Pb0.86Te14.85,3.0,original
Bi5.36Ce5.81Pb2.16Te14.85,3.0,original
Bi5.19Ce5.81Pb2.48Te14.85,3.0,original
Ba0.64Pd0.51Si0.48,3.0,original
F0.41Fe1.02Nd4.84P1.78,3.0,original
Bi3.16Nb1.1Se1.77,3.0,original
Bi20.05C0.13Pb16.11Se14.04,3.0,original
Bi1.47Ce2.81F5.12S0.95Se0.54Sr0.58,3.0,original
As0.65Ba0.64Pt2.29,3.0,original
O0.2Rb1.82W5.25,3.0,original
Co4.41Sc0.56Zr7.07,3.0,original
Ir5.11Lu3.29,3.0,original
Hf7.89,3.0,original
Ge1.57Pd3.78Pt0.1Sr1.46,3.0,original
As0.65F0.46Fe1.02La1.11,3.0,original
As3.12Ba1.72Fe2.15Ti8.52,3.0,original
Pd0.3Zr2.95,3.0,original
Ba0.64S5.42Ta10.6,3.0,original
Ba0.64S5.42Ta10.6,3.0,original
Ba0.64S5.42Ta10.6,3.0,original
Mn14.15U21.67,3.0,original
Pt2.29V2.32,3.0,original
V0.72,3.0,original
V0.72,3.0,original
Ir2.67Ru0.97Th3.56,3.0,original
Ir0.93Ru3.77Th3.56,3.0,original
Ir0.58Ru4.33Th3.56,3.0,original
Ga1.1Ni4.79Zr3.7,3.0,original
Bi3.16Se1.77,3.0,original
Ni4.79P3.64Sr1.11,3.0,original
Co18.05La3.98Sn11.37,3.0,original
Bi3.16La1.11Pd1.53,3.0,original
Dy31.51Ge8.27Os12.44Y4.44,3.0,original
Rh0.5Zr2.38,3.0,original
Nb0.47Os1.46,3.0,original
Nb1.1Os3.03,3.0,original
Fe0.38Mn7.05U21.67,3.0,original
Cu0.13Rh3.34Se2.38,3.0,original
Hf9.88In1.68Pd3.98,3.0,original
B0.72Li14.58Pt7.15,3.0,original
C0.24La1.11Ni2.3,3.0,original
Ir1.59Te4.87,3.0,original
S3.35Sn0.91Ta5.24,3.0,original
Nb1.1S3.19Sn0.78,3.0,original
Sb0.78Sn0.16,3.0,original
Br2.73C0.24Cl14.38Y4.44,3.0,original
Ta4.81W0.36,3.0,original
Bi23.43Rh5.35,3.0,original
In3.49Mo7.34Se3.61,3.0,original
Ge10.78Ru11.04Y6.83,3.0,original
Bi1.47La0.9S2.07Th0.46,3.0,original
Co18.05La3.98Sn11.37,3.0,original
Bi1.47Ce5.81F1.98S2.07,3.0,original
Pb0.47Sn0.55Te2.37,3.0,original
Ir1.62Te4.87,3.0,original
Bi3.16Te7.36,3.0,original
Pd0.31Zr2.91,3.0,original
Bi1.47Zr11.4,3.0,original
W3.12,3.0,original
Si0.58W15.87,3.0,original
Ir6.85Lu15.14Si3.27Tm3.83,3.0,original
Ti4.05,3.0,original
Nb2.38Sb1.15Ti4.15,3.0,original
Ba0.64Ge0.23Ni4.79P2.89,3.0,original
Ir1.62Te4.87,3.0,original
Pb0.48Sn0.54Te2.37,3.0,original
Ir1.54Te4.87,3.0,original
Bi3.16Se1.77,3.0,original
Ni4.79P3.64Sr0.75,3.0,original
Co4.41Si0.25Th3.56,3.0,original
V0.69,3.0,original
Ni4.79Se1.03Tl4.41,3.0,original
Mg2.51Ni7.28Zn0.38,3.0,original
Pd3.98Sn0.78Tm7.72,3.0,original
C0.24Y1.56,3.0,original
B1.62La1.11Rh5.35,3.0,original
Co8.86Cu0.13S4.3,3.0,original
Pd3.98Sn0.78Tm7.72,3.0,original
Ge2.41Pd1.94Y4.44,3.0,original
B3.4Dy10.45Ir1.97Rh4.98,3.0,original
La1.11Ni0.31Pt1.8Si0.25,3.0,original
Ge1.57Pd3.96Sr1.46,3.0,original
Ir0.63Rh0.82Te4.87,3.0,original
Pb0.48Sn0.54Te2.37,3.0,original
B1.62La1.11Rh5.35,3.0,original
Ce0.41Ir5.11La0.97,3.0,original
H0.37Ta4.6,3.0,original
Pb0.35Sn0.61Te2.37,3.0,original
Bi1.47Ce2.81F5.12S2.07Sr0.58,3.0,original
Cu0.12La2.33O0.48,3.0,original
Cu0.13La2.46O0.48,3.0,original
S2.07Ta5.24,3.0,original
Co4.41H9.43Na1.45O0.28,3.0,original
Dy1.5Pd3.98Sn0.78Y1.68,3.0,original
Pb3.13Pd3.98Yb9.91,3.0,original
Mo2.35,3.0,original
Al0.93Ba0.64Si0.27,3.0,original
Cd11.81Ni7.28,3.0,original
Cs5.21Nb1.1S2.07,3.0,original
Be0.74Zr0.57,3.0,original
In1.87Te2.37,3.0,original
Al0.98Sb1.15,3.0,original
Bi3.16Te7.36,3.0,original
Mo1.1,3.0,original
Fe0.38Mn7.05U21.67,3.0,original
O0.2W5.25,3.0,original
Mo1.01Pt0.27,3.0,original
Nb0.97,3.0,original
Nb0.97Ru0.13,3.0,original
Pb2.48Pt0.34,3.0,original
Sn0.11Ta1.22V0.34,3.0,original
Ta1.22V0.54,3.0,original
B0.73Zr3.7,3.0,original
B0.73Re2.92,3.0,original
Pb12.86Pt2.29,3.0,original
Sn0.78Ta5.24V1.53,3.0,original
Nb3.63Pt0.1Rh1.52,3.0,original
Pb12.86Pt2.29,3.0,original
Sn0.78Ta5.24V1.53,3.0,original
La1.11Ru11.04Sb14.68,3.0,original
Ir3.36S4.3Zn0.58,3.0,original
Mo7.34S8.78Zn2.02,3.0,original
Ir3.36S4.3Zn0.58,3.0,original
Ir3.36S4.3Zn0.68,3.0,original
Ca1.05Pb3.78Tl8.05,3.0,original
Ba8.19Ge17.48Si8.31,3.0,original
Ti3.88,3.0,original
H2.82Pd1.91,3.0,original
Mg3.17Ni6.54Ru0.69,3.0,original
Nb3.63Pt0.1Rh1.52,3.0,original
S2.07Ta5.24,3.0,original
Mo7.34S8.78Zn2.02,3.0,original
Ta5.24V1.53,3.0,original
Co18.05Ge10.78La3.98,3.0,original
La1.11Ru11.04Sb14.68,3.0,original
B2.51Ru19.44,3.0,original
Nb7.43Sn4.31,3.0,original
La2.25O0.48,3.0,original
As1.47Ir3.36Sr1.46,3.0,original
As1.47Ni4.79O1.03Sc9.97Sr6.74,3.0,original
Ni0.56Si0.48Sr1.46,3.0,original
Lu3.29Pd3.98Sn0.78,3.0,original
Ir5.11Lu6.54Sc0.14Si1.59,3.0,original
Bi1.47F5.12La0.4S2.07Sr0.58,3.0,original
La1.11Pd1.12,3.0,original
Bi1.47Ce2.81F5.12S2.07Sr0.58,3.0,original
Bi1.47F5.12La0.4S2.07Sr0.58,3.0,original
Bi5.02Ce5.81Pb2.81Te14.85,3.0,original
Ho10.97Pd0.71Te7.36,3.0,original
Ir1.62Te4.37,3.0,original
C0.24La1.11Ni2.3,3.0,original
Ge10.78Ru11.04Y6.83,3.0,original
As0.65Ba0.64Pt2.29,3.0,original
K3.14Mo1.1S2.07,3.0,original
Rh3.52Zr15.26,3.0,original
Ge1.99Pt1.07Zr19.11,3.0,original
Bi0.46Pb5.08Pd1.94,3.0,original
C0.24La1.11Ni2.3,3.0,original
K5.32Mo18.58Se11.58,3.0,original
Nb3.63Rh1.7,3.0,original
Nb3.63Rh1.7,3.0,original
Co8.86Cu0.13S4.3,3.0,original
Hf8.23W0.81,3.0,original
Ge8.27Lu16.84Rh7.17,3.0,original
Al0.98La3.98,3.0,original
Fe3.58Lu0.58Si1.59Tm6.16,3.0,original
C0.24La1.04Ni2.3,3.0,original
As1.47Fe2.3K5.32,3.0,original
Ag1.61Ba0.64Si0.45,3.0,original
Ce4.61Ir5.11,3.0,original
Mo2.35,3.0,original
Ni0.45Ti1.3Zr1.42,3.0,original
Mo2.35,3.0,original
Ag4.11Bi1.47,3.0,original
B1.62Pt7.15Sr0.88,3.0,original
Ta4.76W0.41,3.0,original
Au0.85Zr3.24,3.0,original
Au0.69Zr3.31,3.0,original
Al2.03La1.11,3.0,original
Fe3.58Lu6.67Si1.59,3.0,original
Bi3.16Pd1.94,3.0,original
La1.11Ni0.56Pt1.56Si0.25,3.0,original
Ir3.36Si0.58Y2.04,3.0,original
Er3Pd3.98Sn0.78Y1.09,3.0,original
Ni2.3Zr7.55,3.0,original
Hf7.69W1.1,3.0,original
Ta4.97,3.0,original
Bi1.47Ce5.81F1.98S2.07,3.0,original
Pb0.5Sn0.57Te2.37,3.0,original
P1.78W15.87,3.0,original
InTl1.6,3.0,original
La1.04Pt2.29Si0.25,3.0,original
Ge8.27Ir6.85Y11.62,3.0,original
Ge1.56Pd3.98Sr1.46,3.0,original
Nb2.37Pd1.94S4.3Se0.54,3.0,original
Pb0.5Sn0.57Te2.37,3.0,original
Ba0.1Ni4.79P3.64Sr0.58,3.0,original
Ge3.25La3.98Pd8.06,3.0,original
Bi6.54Rh1.7,3.0,original
Nb1.1S3.38Sn0.93,3.0,original
S1.84Ta5.24,3.0,original
Mg1.43Tl2.28,3.0,original
Mg1.43Tl2.28,3.0,original
S5.42Sr1.46Ta10.6,3.0,original
S5.42Sr1.46Ta10.6,3.0,original
Nb1.1S3.19Sn0.78,3.0,original
Dy0.97Fe3.58Si1.59Y4.2,3.0,original
Si0.55Th3.56,3.0,original
As0.65La1.11Ni2.3,3.0,original
Eu6.81,3.0,original
Fe1.02S0.39Se0.23,3.0,original
As0.65La1.11Ni2.3,3.0,original
Ge3.25La3.98Pd8.06,3.0,original
Bi1.47F2.5La1.11S2.07,3.0,original
Ru5.45Y2.04,3.0,original
Cr0.35Re0.33,3.0,original
S2.07Ta5.24,3.0,original
W10.56,3.0,original
Al0.94,3.0,original
W10.56,3.0,original
W10.56,3.0,original
W10.56,3.0,original
Er3.78Ir6.85Lu15.14Si3.27,3.0,original
Ce3.47Ir5.11La0.24,3.0,original
Au7.67V2.32,3.0,original
B1.62Nb1.1,3.0,original
Al0.98Mo2.47Nb0.97,3.0,original
Gd0.16La1.07Ru5.45,3.0,original
Ta2.56V0.34,3.0,original
Nb1.1Pb3.58S3.34,3.0,original
Mg3.17Mo7.34S7.66,3.0,original
B3.4Rh7.17Sm6.8,3.0,original
Mg3.17Mo7.34S7.66,3.0,original
Ir3.36Si0.58Y2.04,3.0,original
Ge1.54Pd3.98Sr1.46,3.0,original
Eu3Ge9.94Pr0.4Pt9.58,3.0,original
Bi3.16Eu20.66F20.82S2.63Se0.85,3.0,original
Ca2.29Li4.45Nb3.63O2.15Rb5.68,3.0,original
Co4.41H9.43Na0.98O0.28,3.0,original
Gd0.39In1.68La3.9,3.0,original
Hf8.94,3.0,original
S2.07Ta5.24,3.0,original
Ir1.62Te4.87,3.0,original
Ir1.62Se0.11Te4.12,3.0,original
Fe1.42H3.58Li4.96S0.95,3.0,original
O0.48Ru2.65Sr3.22,3.0,original
Ca2.29Li4.45Nb3.63O2.15Rb5.68,3.0,original
Bi1.61S5.51Ta10.6,3.0,original
C0.59K5.32Tl6.69,3.0,original
C0.59K5.32Tl6.69,3.0,original
In1.59Te2.37,3.0,original
Bi1.61S5.51Ta10.6,3.0,original
C0.59K5.32Tl6.69,3.0,original
Au7.67Ge0.73,3.0,original
Bi1.14Rh0.24,3.0,original
Cu0.13Rh3.43Se2.38,3.0,original
Mn9.47Ni0.63U21.67,3.0,original
Nb0.31Rh1.02,3.0,original
Rh1.7Zr3.7,3.0,original
Ti4.02,3.0,original
Ti4.02,3.0,original
Nb0.78Rh2.15,3.0,original
Au0.69Nb3.63Rh1.52,3.0,original
C0.24La1.11Ni2.3,3.0,original
B3.4Rh7.17Sm6.8,3.0,original
Ce5.81Te4.42,3.0,original
Y2.04,3.0,original
As0.65,3.0,original
Y2.04,3.0,original
Co8.05Cu0.13S4.3,3.0,original
Au0.69Nb3.63Rh1.52,3.0,original
Ti1.42V0.37,3.0,original
Ir1.62Si0.25Y2.04,3.0,original
Rh5.35Si1.59Y4.44,3.0,original
Ir1.62Si0.25Y2.04,3.0,original
O0.2Sr1.46Ti4.19,3.0,original
Co31.68Y21.19,3.0,original
Th1.01Zr2.54,3.0,original
Tc3.05Ti3.11,3.0,original
La0.83Y0.13,3.0,original
Ge1.57Re1.43,3.0,original
Tl4.14,3.0,original
Nb1.1Se1.15,3.0,original
As1.47Ni4.79O1.03Sc9.97Sr6.74,3.0,original
Ge1.57Pd3.98Sr1.46,3.0,original
Si0.92W26.5,3.0,original
Al0.18Zr1.36,3.0,original
Co18.05La3.98Sn11.37,3.0,original
In1.68N5.82,3.0,original
Bi1.47F2.5La1.11S2.07,3.0,original
Ge1.57Pd3.98Sr1.46,3.0,original
Ge1.57Pd3.98Sr1.46,3.0,original
Ge1.49Pd3.98Sr1.46,3.0,original
Ge1.57Pd3.98Sr1.46,3.0,original
Bi1.47F2.5La1.11S2.07,3.0,original
Bi1.47F2.5La1.11S2.07,3.0,original
La1.11Pd1.94Sb2.38,3.0,original
Bi1.47Ce2.81F5.12S2.07Sr0.58,3.0,original
Bi4.85Cs10.49Pb3.13Te14.85,3.0,original
Bi4.85Ce5.81Pb3.13Te14.85,3.0,original
Bi3.4F1.3S2.07,3.0,original
Ir1.57Te4.87,3.0,original
Bi1.47F2.5La1.11S2.07,3.0,original
C0.24La1.11Ni2.3,3.0,original
Co4.07Si0.27Th3.56,3.0,original
Bi1.47Ce2.81F5.12S2.07Sr0.58,3.0,original
Co18.05La3.98Sn11.37,3.0,original
Co18.05La3.98Sn11.37,3.0,original
Bi9.92Cu0.45Pb16.11Se14.04,3.0,original
Bi9.92Cu0.45Pb16.11Se14.04,3.0,original
Nb1.1Os6.17,3.0,original
Nb1.1Os6.17,3.0,original
Bi1.47Ce2.81F5.12S1.51Se0.23Sr0.58,3.0,original
Re0.21Zr3.03,3.0,original
Hf9.88Os6.17,3.0,original
Hf9.88Os6.17,3.0,original
La3.38Pr0.3S4.3,3.0,original
O0.48Ru2.65Sr3.22,3.0,original
Ir1.52Te4.87,3.0,original
Cr0.35Re0.33,3.0,original
Se1.15Ti4.19,3.0,original
Nb1.1Sn1.66,3.0,original
,3.0,original
Ge2.41Pd1.73Pt0.1Y4.44,3.0,original
Au9.99In1.68Pd1.33Y2.04,3.0,original
In3.49O0.2,3.0,original
Bi1.47Ce5.81F3.55S2.07,3.0,original
Bi1.47Ce5.81F3.55S2.07,3.0,original
Ge9.11Pr0.75Pt9.58Sb1.15,3.0,original
Ir1.62Te4.87,3.0,original
Bi1.47Ce2.81Eu3.35F5.12S1.84,3.0,original
Co1.95Zr1.93,3.0,original
Ag4.11Tl4.41,3.0,original
Tl4.28,3.0,original
B3.4Ir6.15Lu3.29Rh0.6,3.0,original
Mo0.22Nb0.72,3.0,original
Cd11.81Mo6.09S6.54,3.0,original
Mo7.34S7.66Sc4.95,3.0,original
Cd11.81Mo6.09S6.54,3.0,original
Mo7.34S7.66Sc4.95,3.0,original
Am0.57Si0.58Th3.56,3.0,original
Nb1.1Pb3.13S3.19,3.0,original
Pb6.37Rh1.7,3.0,original
Pb6.37Rh1.7,3.0,original
Nb1.1Pb3.13S3.19,3.0,original
B1.62Lu3.29Os3.03,3.0,original
B1.62Lu3.29Os3.03,3.0,original
Mo7.34S7.66Y2.04,3.0,original
Mo7.34S7.66Y2.04,3.0,original
B3.4Rh7.17Sm6.8,3.0,original
Pd69.3Se6.67,3.0,original
Pd69.3Se6.67,3.0,original
Pb0.65Sn0.52Te2.37,3.0,original
C0.24La1.09Ni2.3,3.0,original
Cu0.13La1.8Nd1.84O0.48,3.0,original
Co4.41H9.43Na1.29O0.28,3.0,original
Co4.41H9.43Na1.29O0.28,3.0,original
Ta3.9V0.14,3.0,original
Nb1.1Ru2.65Si0.25,3.0,original
Ni2.05Zr7.55,3.0,original
Ni2.05Zr7.55,3.0,original
Bi1.63S5.52Ta10.6,3.0,original
La1.11Pd1.94Si0.92,3.0,original
Bi1.47F2.5La1.11S2.07,3.0,original
C0.24Co4.41Th3.56,3.0,original
Ni4.79S0.28Se0.91Tl4.41,3.0,original
Bi1.47Ce2.81F5.12S1.51Se0.23Sr0.58,3.0,original
Ni0.78Zr2.2,3.0,original
Au7.67Be0.93,3.0,original
Nb3.63Rh1.7,3.0,original
Sn0.76,3.0,original
Au12.32In1.68Pd0.71Y2.04,3.0,original
Ge1.57Pd3.94Sr1.46,3.0,original
Bi1.47La0.9S2.07Th0.46,3.0,original
V0.71,3.0,original
Pt2.29V2.32,3.0,original
La1.11Ni0.81Pt1.32Si0.25,3.0,original
,3.0,original
Ir6.85Si3.27Y11.62,3.0,original
Ge2.41Pd1.53Pt0.34Y4.44,3.0,original
Ag0.37Ge1.57Pd3.78Sr1.46,3.0,original
Pb0.65Sn0.52Te2.37,3.0,original
La0.97Ru5.45Th0.28,3.0,original
Ir3.36S4.3Zn0.79,3.0,original
Pb9.62Th2.72,3.0,original
Co8.91Cu0.13S4.3,3.0,original
Zr3.58,3.0,original
V0.72,3.0,original
Rh10.81Sn15.78Tm31.06Y2.04,3.0,original
Ir1.45Te4.87,3.0,original
B0.64Lu3.29Ni2.3,3.0,original
B0.55Lu3.29Ni2.3,3.0,original
Co4.41H9.43Na1.22O0.28,3.0,original
Be0.77Zr0.44,3.0,original
Pd0.39Zr2.77,3.0,original
Ni0.89Zr2.03,3.0,original
In1.96Te2.37,3.0,original
Ag4.11Te7.36,3.0,original
Al2.03Th10.87,3.0,original
Au2.24Te1.54,3.0,original
La1.09,3.0,original
Ce4.61Ru5.45Tb2.74,3.0,original
Ir1.62Os3.03Y2.04,3.0,original
La1.11Rh5.35,3.0,original
Mo0.16Ru1.95,3.0,original
Ti3.93,3.0,original
Ir1.62Os3.03Y2.04,3.0,original
Ir1.62Os3.03Y2.04,3.0,original
Nb1.1Sn1.66,3.0,original
Ba6.04Na5.89Si15.36,3.0,original
B0.73Lu3.29Ni1.8V0.1,3.0,original
B1.62Co1.68Lu3.29Ni4.29,3.0,original
B1.62Co0.27Er7.65Ni4.68,3.0,original
La9.72Rh5.35,3.0,original
Ir3.36S4.3Zn0.79,3.0,original
O0.2Rb1.24W5.25,3.0,original
Ga4.56Mo1.02,3.0,original
Ge1.57Lu3.29,3.0,original
Ge8.27Ir6.85Lu16.84,3.0,original
Li14.58Mo18.58Se11.58,3.0,original
Ir3.36Si0.58Y2.04,3.0,original
Hf8.58,3.0,original
Ir6.85La3.98Sn11.37,3.0,original
Ir6.85Sn11.37Th10.87,3.0,original
B0.73Li14.58Pt7.15,3.0,original
Os12.44Si4.28Tm31.06,3.0,original
La1.11Pd1.94Si0.92,3.0,original
As1.47Cs10.49Fe2.3,3.0,original
Ge4.92Pt9.58Y6.83,3.0,original
Ga1.1Ge0.73Sr1.46,3.0,original
As1.47Fe2.3Rb5.68,3.0,original
Ga1.28Si0.2Yb9.91,3.0,original
Mo7.34Se3.61Tl8.96,3.0,original
P1.78Ru2.09Zr3.7,3.0,original
Ni0.31Si0.52Sr1.46,3.0,original
Ge1.57Pd3.98Sr1.46,3.0,original
La1.11Ni4.79P3.64,3.0,original
Ge1.57Pd3.69Pt0.2Sr1.46,3.0,original
Bi6.46O0.48S3.19,3.0,original
Au1.59Te1.73,3.0,original
La1.11Pd1.94Si0.92,3.0,original
Al0.98Ca1.05Si0.25,3.0,original
Bi1.47F2.5La1.11Se1.15,3.0,original
Al0.98Ca1.05Si0.25,3.0,original
Ba0.64Pt0.59Si0.48,3.0,original
Bi3.16Se1.77,3.0,original
Ir1.62Te4.87,3.0,original
As0.65Fe0.98Na3.91,3.0,original
Bi1.14Pb0.53Pd1.94,3.0,original
Ge2.24Pt0.34Zr19.11,3.0,original
Bi1.47Ce2.81F5.12S1.73Se0.11Sr0.58,3.0,original
Er4.55Pd3.98Sn0.78Y0.61,3.0,original
Ba0.64Ni4.79P3.26,3.0,original
Ba0.64Bi0.8Sb1.64Ti8.52,3.0,original
Bi6.46O0.48S3.19,3.0,original
La1.09,3.0,original
Ni0.81Zr2.16,3.0,original
B2.51Ru19.44,3.0,original
La9.72Rh5.35,3.0,original
B0.1Ru1.81,3.0,original
Ga0.7Si0.37Sr1.46,3.0,original
La0.97Pb9.62,3.0,original
Th0.28Zr3.31,3.0,original
La9.72Rh5.35,3.0,original
Co0.14Ge1.57Pd3.86Sr1.46,3.0,original
Bi3.16Eu13.73F20.82S2.07Se1.15Sr1.46,3.0,original
Pb0.51Sn0.57Te2.37,3.0,original
Bi3.16Se1.77,3.0,original
C0.59K5.32Tl6.69,3.0,original
La1.09,3.0,original
Pd1.94Te2.42,3.0,original
Pd1.94Te2.42,3.0,original
La1.03Nd0.15Pt2.29Si0.25,3.0,original
B0.73Li14.58Pt7.15,3.0,original
Ge3.25Rh1.7,3.0,original
Co2.14Mn7.05U21.67,3.0,original
Mn1.94Ti3.58,3.0,original
Nb3.63Pd0.1Rh1.52,3.0,original
Mo7.34Pr0.75S8.78,3.0,original
Nb3.63Pd0.1Rh1.52,3.0,original
Ba0.64Ni4.79P3.64,3.0,original
As1.47Fe2.3Rb5.68,3.0,original
Au15.42Ce5.81Si0.58,3.0,original
Ba0.32Ni4.79P3.64Sr0.22,3.0,original
Bi1.44F2.5La1.11S2.07,3.0,original
Be21.75Mo1.1,3.0,original
Cd2.08Tl3.6,3.0,original
La1.11Pb2.32Sn1.88,3.0,original
Pd0.51Zr2.54,3.0,original
Pt2.29V2.32,3.0,original
Nb3.63Rh1.66,3.0,original
Nb3.63Rh1.61,3.0,original
Nb3.63Rh1.66,3.0,original
La1.1Tb0.1,3.0,original
Zr3.55,3.0,original
Nb3.63Rh1.61,3.0,original
Nb3.63Rh1.66,3.0,original
Ir1.62Ru2.65Th3.56,3.0,original
Ir1.28Ru3.21Th3.56,3.0,original
Ir1.62Te4.87,3.0,original
Ba0.64Si0.42,3.0,original
Ba0.48Ni4.79P3.64,3.0,original
Ba0.64Ni4.79P3.64,3.0,original
Ir1.28Rh0.24Te4.87,3.0,original
Nb1.1Os6.17,3.0,original
Nb1.1Os6.17,3.0,original
Au0.3Nb3.63Rh1.61,3.0,original
Nb3.63Rh1.66,3.0,original
Nb3.63Rh1.66,3.0,original
Nb1.1Os6.17,3.0,original
Ce4.61Ru5.45Tb2.74,3.0,original
H3Pd1.91,3.0,original
In0.6Tl2.6,3.0,original
Nb3.63Rh1.66,3.0,original
Au0.3Nb3.63Rh1.61,3.0,original
Au0.46Zr3.43,3.0,original
Ge2.41Pd1.33Pt0.59Y4.44,3.0,original
As1.47Fe2.3Rb5.68,3.0,original
Ag0.78Ge1.57Pd3.57Sr1.46,3.0,original
Be21.75Mo1.1,3.0,original
Be21.75Mo1.1,3.0,original
Be21.75Mo1.1,3.0,original
Hf6.5W1.73,3.0,original
B3.4Rh7.17Sm6.8,3.0,original
Ba0.64Ni4.79P3.64,3.0,original
La1.11Ru8.01Si0.58,3.0,original
Fe1.69H3.58Li3.42S0.95,3.0,original
Cu0.12La2.33O0.48,3.0,original
Cu0.13La2.33O0.48,3.0,original
Cu0.11La2.19O0.48Sr0.14,3.0,original
,3.0,original
B0.73Lu3.29Ni2.3,3.0,original
B0.68Lu3.29Ni2.3,3.0,original
Mg2.19Ni7.28Zn0.58,3.0,original
Pb3.13Pd3.98Yb9.91,3.0,original
Ge8.27Ir6.85Lu16.84,3.0,original
B4.29Nb2.11V0.1,3.0,original
Cr0.38Os0.52,3.0,original
Ti3.8,3.0,original
H2.89Pd1.94,3.0,original
Hf8.88,3.0,original
In1.68Sb1.15Sn0.78,3.0,original
La0.76Y0.25,3.0,original
Mg2.84Mo6.22S6.54,3.0,original
Nb0.97Pt0.1,3.0,original
Nb0.34Ru1.53,3.0,original
Se0.54Y2.04,3.0,original
Y2.04,3.0,original
La1.11Si0.58,3.0,original
Nb0.34Re0.84,3.0,original
La0.76Y0.25,3.0,original
Nb3.63Rh1.66,3.0,original
Co2.14Rh0.79Si0.58,3.0,original
Cr0.38Os0.52,3.0,original
Ti3.97,3.0,original
B1.62Dy9.39Lu0.24Ni4.79,3.0,original
Cu0.13Se1.15,3.0,original
C10.41Na7.87Rb5.68,3.0,original
C10.41K5.32Na7.87,3.0,original
Ba0.64Nb2.37Se2.99,3.0,original
Cd15.37Mo7.34Se4.53,3.0,original
Nb1.1Se1.77,3.0,original
B1.4Mg3.17,3.0,original
Nb3.63Rh1.66,3.0,original
Ir3.36Si0.58Y2.04,3.0,original
S2.07Ta5.24,3.0,original
Co13.5Y9.22,3.0,original
S2.07Ta5.24,3.0,original
Nb1.1Se1.77,3.0,original
Bi1.47La5.41Pb6.37,3.0,original
Co18.05Sn11.37Yb29.9,3.0,original
Os18.71Sn16.67Y9.22,3.0,original
Mg2.19Ni7.28Zn0.58,3.0,original
